[RUN #1 10%,   9 secs]  1 threads:       11664 ops,    1375 (avg:    1289) ops/sec, 1.28MB/sec (avg: 1.18MB/sec),  2.90 (avg:  3.09) msec latency
[RUN #1 11%,  10 secs]  1 threads:       13029 ops,    1359 (avg:    1296) ops/sec, 1.22MB/sec (avg: 1.19MB/sec),  2.93 (avg:  3.08) msec latency
[RUN #1 12%,  11 secs]  1 threads:       14344 ops,    1309 (avg:    1298) ops/sec, 1.18MB/sec (avg: 1.19MB/sec),  3.05 (avg:  3.07) msec latency
[RUN #1 13%,  12 secs]  1 threads:       15680 ops,    1330 (avg:    1300) ops/sec, 1.23MB/sec (avg: 1.19MB/sec),  3.00 (avg:  3.07) msec latency
[RUN #1 15%,  13 secs]  1 threads:       17040 ops,    1354 (avg:    1304) ops/sec, 1.28MB/sec (avg: 1.20MB/sec),  2.95 (avg:  3.06) msec latency
[RUN #1 16%,  14 secs]  1 threads:       18403 ops,    1357 (avg:    1308) ops/sec, 1.28MB/sec (avg: 1.20MB/sec),  2.94 (avg:  3.05) msec latency
[RUN #1 17%,  15 secs]  1 threads:       19705 ops,    1296 (avg:    1307) ops/sec, 1.19MB/sec (avg: 1.20MB/sec),  3.08 (avg:  3.05) msec latency
[RUN #1 18%,  16 secs]  1 threads:       20992 ops,    1281 (avg:    1306) ops/sec, 1.23MB/sec (avg: 1.20MB/sec),  3.11 (avg:  3.05) msec latency
[RUN #1 19%,  17 secs]  1 threads:       22367 ops,    1369 (avg:    1309) ops/sec, 1.24MB/sec (avg: 1.21MB/sec),  2.91 (avg:  3.05) msec latency
[RUN #1 20%,  18 secs]  1 threads:       23623 ops,    1250 (avg:    1306) ops/sec, 1.16MB/sec (avg: 1.20MB/sec),  3.19 (avg:  3.05) msec latency
[RUN #1 21%,  19 secs]  1 threads:       24932 ops,    1303 (avg:    1306) ops/sec, 1.23MB/sec (avg: 1.20MB/sec),  3.06 (avg:  3.05) msec latency
[RUN #1 22%,  20 secs]  1 threads:       26218 ops,    1280 (avg:    1305) ops/sec, 1.14MB/sec (avg: 1.20MB/sec),  3.11 (avg:  3.06) msec latency
[RUN #1 23%,  21 secs]  1 threads:       27501 ops,    1277 (avg:    1303) ops/sec, 1.18MB/sec (avg: 1.20MB/sec),  3.13 (avg:  3.06) msec latency
[RUN #1 25%,  22 secs]  1 threads:       28815 ops,    1308 (avg:    1304) ops/sec, 1.16MB/sec (avg: 1.20MB/sec),  3.05 (avg:  3.06) msec latency
[RUN #1 26%,  23 secs]  1 threads:       30103 ops,    1282 (avg:    1303) ops/sec, 1.20MB/sec (avg: 1.20MB/sec),  3.11 (avg:  3.06) msec latency
[RUN #1 27%,  24 secs]  1 threads:       31328 ops,    1220 (avg:    1299) ops/sec, 1.11MB/sec (avg: 1.19MB/sec),  3.27 (avg:  3.07) msec latency
[RUN #1 28%,  25 secs]  1 threads:       32658 ops,    1324 (avg:    1300) ops/sec, 1.23MB/sec (avg: 1.20MB/sec),  3.01 (avg:  3.07) msec latency
[RUN #1 29%,  26 secs]  1 threads:       33916 ops,    1248 (avg:    1298) ops/sec, 1.13MB/sec (avg: 1.19MB/sec),  3.19 (avg:  3.07) msec latency
[RUN #1 30%,  27 secs]  1 threads:       35222 ops,    1300 (avg:    1298) ops/sec, 1.19MB/sec (avg: 1.19MB/sec),  3.07 (avg:  3.07) msec latency
[RUN #1 31%,  28 secs]  1 threads:       36543 ops,    1315 (avg:    1299) ops/sec, 1.22MB/sec (avg: 1.19MB/sec),  3.02 (avg:  3.07) msec latency
[RUN #1 32%,  29 secs]  1 threads:       37870 ops,    1321 (avg:    1300) ops/sec, 1.19MB/sec (avg: 1.19MB/sec),  3.03 (avg:  3.07) msec latency
[RUN #1 33%,  30 secs]  1 threads:       39147 ops,    1271 (avg:    1299) ops/sec, 1.17MB/sec (avg: 1.19MB/sec),  3.13 (avg:  3.07) msec latency
[RUN #1 35%,  31 secs]  1 threads:       40406 ops,    1253 (avg:    1297) ops/sec, 1.17MB/sec (avg: 1.19MB/sec),  3.18 (avg:  3.07) msec latency
[RUN #1 36%,  32 secs]  1 threads:       41724 ops,    1313 (avg:    1298) ops/sec, 1.18MB/sec (avg: 1.19MB/sec),  3.04 (avg:  3.07) msec latency
[RUN #1 37%,  33 secs]  1 threads:       43007 ops,    1277 (avg:    1297) ops/sec, 1.17MB/sec (avg: 1.19MB/sec),  3.12 (avg:  3.07) msec latency
[RUN #1 38%,  34 secs]  1 threads:       44333 ops,    1320 (avg:    1298) ops/sec, 1.21MB/sec (avg: 1.19MB/sec),  3.02 (avg:  3.07) msec latency
[RUN #1 39%,  35 secs]  1 threads:       45610 ops,    1271 (avg:    1297) ops/sec, 1.17MB/sec (avg: 1.19MB/sec),  3.14 (avg:  3.07) msec latency
[RUN #1 40%,  36 secs]  1 threads:       46927 ops,    1311 (avg:    1297) ops/sec, 1.21MB/sec (avg: 1.19MB/sec),  3.05 (avg:  3.07) msec latency
[RUN #1 41%,  37 secs]  1 threads:       48262 ops,    1324 (avg:    1298) ops/sec, 1.21MB/sec (avg: 1.19MB/sec),  3.00 (avg:  3.07) msec latency
[RUN #1 42%,  38 secs]  1 threads:       49497 ops,    1225 (avg:    1296) ops/sec, 1.11MB/sec (avg: 1.19MB/sec),  3.27 (avg:  3.08) msec latency
[RUN #1 44%,  39 secs]  1 threads:       50773 ops,    1265 (avg:    1295) ops/sec, 1.17MB/sec (avg: 1.19MB/sec),  3.15 (avg:  3.08) msec latency
[RUN #1 45%,  40 secs]  1 threads:       52068 ops,    1284 (avg:    1295) ops/sec, 1.17MB/sec (avg: 1.19MB/sec),  3.10 (avg:  3.08) msec latency
[RUN #1 46%,  41 secs]  1 threads:       53437 ops,    1358 (avg:    1297) ops/sec, 1.22MB/sec (avg: 1.19MB/sec),  2.94 (avg:  3.08) msec latency
