[RUN #1 10%,   9 secs]  1 threads:       21502 ops,    2424 (avg:    2379) ops/sec, 2.25MB/sec (avg: 2.18MB/sec),  3.29 (avg:  3.35) msec latency
[RUN #1 11%,  10 secs]  1 threads:       23934 ops,    2412 (avg:    2383) ops/sec, 2.20MB/sec (avg: 2.18MB/sec),  3.31 (avg:  3.35) msec latency
[RUN #1 12%,  11 secs]  1 threads:       26379 ops,    2425 (avg:    2386) ops/sec, 2.19MB/sec (avg: 2.18MB/sec),  3.29 (avg:  3.34) msec latency
[RUN #1 13%,  12 secs]  1 threads:       28809 ops,    2410 (avg:    2388) ops/sec, 2.16MB/sec (avg: 2.18MB/sec),  3.31 (avg:  3.34) msec latency
[RUN #1 15%,  13 secs]  1 threads:       31107 ops,    2279 (avg:    2380) ops/sec, 2.10MB/sec (avg: 2.18MB/sec),  3.50 (avg:  3.35) msec latency
[RUN #1 16%,  14 secs]  1 threads:       33541 ops,    2414 (avg:    2382) ops/sec, 2.28MB/sec (avg: 2.18MB/sec),  3.31 (avg:  3.35) msec latency
[RUN #1 17%,  15 secs]  1 threads:       35977 ops,    2425 (avg:    2385) ops/sec, 2.29MB/sec (avg: 2.19MB/sec),  3.30 (avg:  3.35) msec latency
[RUN #1 18%,  16 secs]  1 threads:       38458 ops,    2471 (avg:    2391) ops/sec, 2.29MB/sec (avg: 2.20MB/sec),  3.23 (avg:  3.34) msec latency
[RUN #1 19%,  17 secs]  1 threads:       41071 ops,    2602 (avg:    2403) ops/sec, 2.45MB/sec (avg: 2.21MB/sec),  3.06 (avg:  3.32) msec latency
[RUN #1 20%,  18 secs]  1 threads:       43533 ops,    2452 (avg:    2406) ops/sec, 2.30MB/sec (avg: 2.22MB/sec),  3.26 (avg:  3.32) msec latency
[RUN #1 21%,  19 secs]  1 threads:       45913 ops,    2370 (avg:    2404) ops/sec, 2.14MB/sec (avg: 2.21MB/sec),  3.36 (avg:  3.32) msec latency
[RUN #1 22%,  20 secs]  1 threads:       48391 ops,    2458 (avg:    2407) ops/sec, 2.32MB/sec (avg: 2.22MB/sec),  3.25 (avg:  3.32) msec latency
[RUN #1 23%,  21 secs]  1 threads:       50739 ops,    2329 (avg:    2403) ops/sec, 2.15MB/sec (avg: 2.21MB/sec),  3.43 (avg:  3.32) msec latency
[RUN #1 25%,  22 secs]  1 threads:       53158 ops,    2399 (avg:    2403) ops/sec, 2.14MB/sec (avg: 2.21MB/sec),  3.33 (avg:  3.32) msec latency
[RUN #1 26%,  23 secs]  1 threads:       55573 ops,    2405 (avg:    2403) ops/sec, 2.19MB/sec (avg: 2.21MB/sec),  3.32 (avg:  3.32) msec latency
[RUN #1 27%,  24 secs]  1 threads:       58061 ops,    2478 (avg:    2406) ops/sec, 2.22MB/sec (avg: 2.21MB/sec),  3.23 (avg:  3.32) msec latency
[RUN #1 28%,  25 secs]  1 threads:       60434 ops,    2363 (avg:    2404) ops/sec, 2.20MB/sec (avg: 2.21MB/sec),  3.37 (avg:  3.32) msec latency
[RUN #1 29%,  26 secs]  1 threads:       62763 ops,    2319 (avg:    2401) ops/sec, 2.13MB/sec (avg: 2.21MB/sec),  3.44 (avg:  3.32) msec latency
[RUN #1 30%,  27 secs]  1 threads:       65305 ops,    2521 (avg:    2405) ops/sec, 2.34MB/sec (avg: 2.21MB/sec),  3.17 (avg:  3.32) msec latency
[RUN #1 31%,  28 secs]  1 threads:       67794 ops,    2469 (avg:    2408) ops/sec, 2.25MB/sec (avg: 2.21MB/sec),  3.24 (avg:  3.31) msec latency
[RUN #1 32%,  29 secs]  1 threads:       70255 ops,    2440 (avg:    2409) ops/sec, 2.21MB/sec (avg: 2.21MB/sec),  3.27 (avg:  3.31) msec latency
[RUN #1 34%,  30 secs]  1 threads:       72705 ops,    2431 (avg:    2410) ops/sec, 2.25MB/sec (avg: 2.21MB/sec),  3.28 (avg:  3.31) msec latency
[RUN #1 35%,  31 secs]  1 threads:       75181 ops,    2456 (avg:    2411) ops/sec, 2.25MB/sec (avg: 2.22MB/sec),  3.25 (avg:  3.31) msec latency
[RUN #1 36%,  32 secs]  1 threads:       77725 ops,    2523 (avg:    2415) ops/sec, 2.32MB/sec (avg: 2.22MB/sec),  3.17 (avg:  3.31) msec latency
[RUN #1 37%,  33 secs]  1 threads:       80238 ops,    2493 (avg:    2417) ops/sec, 2.29MB/sec (avg: 2.22MB/sec),  3.20 (avg:  3.30) msec latency
[RUN #1 38%,  34 secs]  1 threads:       82669 ops,    2411 (avg:    2417) ops/sec, 2.20MB/sec (avg: 2.22MB/sec),  3.31 (avg:  3.30) msec latency
[RUN #1 39%,  35 secs]  1 threads:       85160 ops,    2471 (avg:    2418) ops/sec, 2.27MB/sec (avg: 2.22MB/sec),  3.23 (avg:  3.30) msec latency
[RUN #1 40%,  36 secs]  1 threads:       87608 ops,    2428 (avg:    2419) ops/sec, 2.21MB/sec (avg: 2.22MB/sec),  3.28 (avg:  3.30) msec latency
[RUN #1 41%,  37 secs]  1 threads:       90004 ops,    2376 (avg:    2417) ops/sec, 2.19MB/sec (avg: 2.22MB/sec),  3.37 (avg:  3.30) msec latency
[RUN #1 42%,  38 secs]  1 threads:       92441 ops,    2417 (avg:    2417) ops/sec, 2.23MB/sec (avg: 2.22MB/sec),  3.30 (avg:  3.30) msec latency
[RUN #1 44%,  39 secs]  1 threads:       94867 ops,    2406 (avg:    2417) ops/sec, 2.22MB/sec (avg: 2.22MB/sec),  3.32 (avg:  3.30) msec latency
[RUN #1 45%,  40 secs]  1 threads:       97298 ops,    2411 (avg:    2417) ops/sec, 2.20MB/sec (avg: 2.22MB/sec),  3.30 (avg:  3.30) msec latency
[RUN #1 46%,  41 secs]  1 threads:       99696 ops,    2378 (avg:    2416) ops/sec, 2.17MB/sec (avg: 2.22MB/sec),  3.36 (avg:  3.30) msec latency
[RUN #1 47%,  42 secs]  1 threads:      102009 ops,    2303 (avg:    2413) ops/sec, 2.13MB/sec (avg: 2.22MB/sec),  3.46 (avg:  3.31) msec latency
[RUN #1 48%,  43 secs]  1 threads:      104404 ops,    2385 (avg:    2413) ops/sec, 2.16MB/sec (avg: 2.22MB/sec),  3.35 (avg:  3.31) msec latency
[RUN #1 49%,  44 secs]  1 threads:      106783 ops,    2369 (avg:    2412) ops/sec, 2.14MB/sec (avg: 2.21MB/sec),  3.37 (avg:  3.31) msec latency
[RUN #1 50%,  45 secs]  1 threads:      109254 ops,    2451 (avg:    2413) ops/sec, 2.25MB/sec (avg: 2.21MB/sec),  3.25 (avg:  3.31) msec latency
[RUN #1 51%,  46 secs]  1 threads:      111723 ops,    2449 (avg:    2413) ops/sec, 2.26MB/sec (avg: 2.22MB/sec),  3.27 (avg:  3.31) msec latency
[RUN #1 53%,  47 secs]  1 threads:      114182 ops,    2439 (avg:    2414) ops/sec, 2.26MB/sec (avg: 2.22MB/sec),  3.27 (avg:  3.31) msec latency
[RUN #1 54%,  48 secs]  1 threads:      116561 ops,    2360 (avg:    2413) ops/sec, 2.17MB/sec (avg: 2.22MB/sec),  3.37 (avg:  3.31) msec latency
[RUN #1 55%,  49 secs]  1 threads:      118958 ops,    2378 (avg:    2412) ops/sec, 2.14MB/sec (avg: 2.21MB/sec),  3.37 (avg:  3.31) msec latency
[RUN #1 56%,  50 secs]  1 threads:      121362 ops,    2384 (avg:    2412) ops/sec, 2.14MB/sec (avg: 2.21MB/sec),  3.35 (avg:  3.31) msec latency
[RUN #1 57%,  51 secs]  1 threads:      123808 ops,    2426 (avg:    2412) ops/sec, 2.21MB/sec (avg: 2.21MB/sec),  3.28 (avg:  3.31) msec latency
[RUN #1 58%,  52 secs]  1 threads:      126268 ops,    2440 (avg:    2412) ops/sec, 2.31MB/sec (avg: 2.21MB/sec),  3.27 (avg:  3.31) msec latency
[RUN #1 59%,  53 secs]  1 threads:      128759 ops,    2481 (avg:    2414) ops/sec, 2.34MB/sec (avg: 2.22MB/sec),  3.22 (avg:  3.31) msec latency
[RUN #1 60%,  54 secs]  1 threads:      131149 ops,    2380 (avg:    2413) ops/sec, 2.21MB/sec (avg: 2.22MB/sec),  3.36 (avg:  3.31) msec latency
[RUN #1 61%,  55 secs]  1 threads:      133678 ops,    2518 (avg:    2415) ops/sec, 2.32MB/sec (avg: 2.22MB/sec),  3.17 (avg:  3.31) msec latency
[RUN #1 63%,  56 secs]  1 threads:      136109 ops,    2421 (avg:    2415) ops/sec, 2.25MB/sec (avg: 2.22MB/sec),  3.29 (avg:  3.30) msec latency
