[RUN #1 10%,   9 secs]  1 threads:       10880 ops,    1275 (avg:    1201) ops/sec, 1.30MB/sec (avg: 1.22MB/sec),  3.13 (avg:  3.32) msec latency
[RUN #1 11%,  10 secs]  1 threads:       12188 ops,    1297 (avg:    1211) ops/sec, 1.32MB/sec (avg: 1.23MB/sec),  3.07 (avg:  3.30) msec latency
[RUN #1 12%,  11 secs]  1 threads:       13489 ops,    1290 (avg:    1218) ops/sec, 1.31MB/sec (avg: 1.24MB/sec),  3.10 (avg:  3.28) msec latency
[RUN #1 13%,  12 secs]  1 threads:       14740 ops,    1241 (avg:    1220) ops/sec, 1.26MB/sec (avg: 1.24MB/sec),  3.21 (avg:  3.27) msec latency
[RUN #1 15%,  13 secs]  1 threads:       16043 ops,    1292 (avg:    1226) ops/sec, 1.31MB/sec (avg: 1.24MB/sec),  3.09 (avg:  3.26) msec latency
[RUN #1 16%,  14 secs]  1 threads:       17286 ops,    1233 (avg:    1226) ops/sec, 1.25MB/sec (avg: 1.25MB/sec),  3.24 (avg:  3.26) msec latency
[RUN #1 17%,  15 secs]  1 threads:       18571 ops,    1274 (avg:    1229) ops/sec, 1.29MB/sec (avg: 1.25MB/sec),  3.13 (avg:  3.25) msec latency
[RUN #1 18%,  16 secs]  1 threads:       19804 ops,    1223 (avg:    1229) ops/sec, 1.24MB/sec (avg: 1.25MB/sec),  3.27 (avg:  3.25) msec latency
[RUN #1 19%,  17 secs]  1 threads:       21045 ops,    1231 (avg:    1229) ops/sec, 1.25MB/sec (avg: 1.25MB/sec),  3.24 (avg:  3.25) msec latency
[RUN #1 20%,  18 secs]  1 threads:       22337 ops,    1286 (avg:    1232) ops/sec, 1.31MB/sec (avg: 1.25MB/sec),  3.11 (avg:  3.24) msec latency
[RUN #1 21%,  19 secs]  1 threads:       23616 ops,    1273 (avg:    1234) ops/sec, 1.29MB/sec (avg: 1.25MB/sec),  3.14 (avg:  3.23) msec latency
[RUN #1 22%,  20 secs]  1 threads:       24873 ops,    1251 (avg:    1235) ops/sec, 1.27MB/sec (avg: 1.25MB/sec),  3.19 (avg:  3.23) msec latency
[RUN #1 23%,  21 secs]  1 threads:       26132 ops,    1253 (avg:    1236) ops/sec, 1.27MB/sec (avg: 1.26MB/sec),  3.18 (avg:  3.23) msec latency
