[RUN #1 10%,   9 secs]  2 threads:       15039 ops,    1711 (avg:    1664) ops/sec, 1.73MB/sec (avg: 1.69MB/sec),  4.67 (avg:  4.80) msec latency
[RUN #1 11%,  10 secs]  2 threads:       16703 ops,    1657 (avg:    1663) ops/sec, 1.70MB/sec (avg: 1.69MB/sec),  4.82 (avg:  4.80) msec latency
[RUN #1 12%,  11 secs]  2 threads:       18417 ops,    1700 (avg:    1667) ops/sec, 1.70MB/sec (avg: 1.69MB/sec),  4.71 (avg:  4.79) msec latency
[RUN #1 13%,  12 secs]  2 threads:       20108 ops,    1684 (avg:    1668) ops/sec, 1.70MB/sec (avg: 1.69MB/sec),  4.74 (avg:  4.79) msec latency
[RUN #1 15%,  13 secs]  2 threads:       21813 ops,    1698 (avg:    1670) ops/sec, 1.73MB/sec (avg: 1.70MB/sec),  4.70 (avg:  4.78) msec latency
[RUN #1 16%,  14 secs]  2 threads:       23541 ops,    1721 (avg:    1674) ops/sec, 1.77MB/sec (avg: 1.70MB/sec),  4.64 (avg:  4.77) msec latency
[RUN #1 17%,  15 secs]  2 threads:       25308 ops,    1760 (avg:    1680) ops/sec, 1.79MB/sec (avg: 1.71MB/sec),  4.56 (avg:  4.76) msec latency
[RUN #1 18%,  16 secs]  2 threads:       27048 ops,    1733 (avg:    1683) ops/sec, 1.76MB/sec (avg: 1.71MB/sec),  4.60 (avg:  4.75) msec latency
[RUN #1 19%,  17 secs]  2 threads:       28805 ops,    1749 (avg:    1687) ops/sec, 1.77MB/sec (avg: 1.71MB/sec),  4.56 (avg:  4.73) msec latency
[RUN #1 20%,  18 secs]  2 threads:       30554 ops,    1742 (avg:    1690) ops/sec, 1.76MB/sec (avg: 1.72MB/sec),  4.59 (avg:  4.73) msec latency
[RUN #1 21%,  19 secs]  2 threads:       32311 ops,    1749 (avg:    1693) ops/sec, 1.80MB/sec (avg: 1.72MB/sec),  4.58 (avg:  4.72) msec latency
[RUN #1 22%,  20 secs]  2 threads:       34062 ops,    1744 (avg:    1696) ops/sec, 1.77MB/sec (avg: 1.72MB/sec),  4.58 (avg:  4.71) msec latency
[RUN #1 23%,  21 secs]  2 threads:       35753 ops,    1684 (avg:    1695) ops/sec, 1.72MB/sec (avg: 1.72MB/sec),  4.73 (avg:  4.71) msec latency
[RUN #1 25%,  22 secs]  2 threads:       37476 ops,    1716 (avg:    1696) ops/sec, 1.76MB/sec (avg: 1.73MB/sec),  4.65 (avg:  4.71) msec latency
