[RUN #1 1%,   1 secs]  2 threads:        1550 ops,    1541 (avg:    1541) ops/sec, 1.54MB/sec (avg: 1.54MB/sec),  5.15 (avg:  5.15) msec latency
[RUN #1 2%,   2 secs]  2 threads:        3205 ops,    1641 (avg:    1591) ops/sec, 1.67MB/sec (avg: 1.61MB/sec),  4.87 (avg:  5.01) msec latency
[RUN #1 3%,   3 secs]  2 threads:        4889 ops,    1670 (avg:    1618) ops/sec, 1.70MB/sec (avg: 1.64MB/sec),  4.79 (avg:  4.93) msec latency
[RUN #1 4%,   4 secs]  2 threads:        6551 ops,    1648 (avg:    1625) ops/sec, 1.68MB/sec (avg: 1.65MB/sec),  4.84 (avg:  4.91) msec latency
[RUN #1 6%,   5 secs]  2 threads:        8243 ops,    1678 (avg:    1636) ops/sec, 1.68MB/sec (avg: 1.65MB/sec),  4.77 (avg:  4.88) msec latency
[RUN #1 7%,   6 secs]  2 threads:        9949 ops,    1692 (avg:    1645) ops/sec, 1.74MB/sec (avg: 1.67MB/sec),  4.73 (avg:  4.86) msec latency
[RUN #1 8%,   7 secs]  2 threads:       11702 ops,    1739 (avg:    1659) ops/sec, 1.78MB/sec (avg: 1.69MB/sec),  4.58 (avg:  4.81) msec latency
[RUN #1 9%,   8 secs]  2 threads:       13543 ops,    1826 (avg:    1679) ops/sec, 1.87MB/sec (avg: 1.71MB/sec),  4.37 (avg:  4.75) msec latency
[RUN #1 10%,   9 secs]  2 threads:       15279 ops,    1722 (avg:    1684) ops/sec, 1.75MB/sec (avg: 1.71MB/sec),  4.64 (avg:  4.74) msec latency
[RUN #1 11%,  10 secs]  2 threads:       17097 ops,    1803 (avg:    1696) ops/sec, 1.85MB/sec (avg: 1.73MB/sec),  4.43 (avg:  4.71) msec latency
[RUN #1 12%,  11 secs]  2 threads:       18826 ops,    1715 (avg:    1698) ops/sec, 1.72MB/sec (avg: 1.73MB/sec),  4.66 (avg:  4.70) msec latency
[RUN #1 13%,  12 secs]  2 threads:       20501 ops,    1661 (avg:    1695) ops/sec, 1.68MB/sec (avg: 1.72MB/sec),  4.80 (avg:  4.71) msec latency
[RUN #1 15%,  13 secs]  2 threads:       22226 ops,    1711 (avg:    1696) ops/sec, 1.75MB/sec (avg: 1.72MB/sec),  4.68 (avg:  4.71) msec latency
[RUN #1 16%,  14 secs]  2 threads:       24022 ops,    1781 (avg:    1702) ops/sec, 1.82MB/sec (avg: 1.73MB/sec),  4.48 (avg:  4.69) msec latency
[RUN #1 17%,  15 secs]  2 threads:       25806 ops,    1769 (avg:    1707) ops/sec, 1.81MB/sec (avg: 1.74MB/sec),  4.51 (avg:  4.68) msec latency
[RUN #1 18%,  16 secs]  2 threads:       27460 ops,    1638 (avg:    1702) ops/sec, 1.66MB/sec (avg: 1.73MB/sec),  4.88 (avg:  4.69) msec latency
[RUN #1 19%,  17 secs]  2 threads:       29132 ops,    1660 (avg:    1700) ops/sec, 1.67MB/sec (avg: 1.73MB/sec),  4.81 (avg:  4.70) msec latency
[RUN #1 20%,  18 secs]  2 threads:       30839 ops,    1693 (avg:    1699) ops/sec, 1.72MB/sec (avg: 1.73MB/sec),  4.72 (avg:  4.70) msec latency
[RUN #1 21%,  19 secs]  2 threads:       32532 ops,    1679 (avg:    1698) ops/sec, 1.72MB/sec (avg: 1.73MB/sec),  4.76 (avg:  4.70) msec latency
[RUN #1 22%,  20 secs]  2 threads:       34276 ops,    1730 (avg:    1700) ops/sec, 1.76MB/sec (avg: 1.73MB/sec),  4.63 (avg:  4.70) msec latency
[RUN #1 24%,  21 secs]  2 threads:       36054 ops,    1763 (avg:    1703) ops/sec, 1.80MB/sec (avg: 1.73MB/sec),  4.51 (avg:  4.69) msec latency
[RUN #1 25%,  22 secs]  2 threads:       37812 ops,    1743 (avg:    1705) ops/sec, 1.79MB/sec (avg: 1.73MB/sec),  4.58 (avg:  4.69) msec latency
[RUN #1 26%,  23 secs]  2 threads:       39546 ops,    1720 (avg:    1705) ops/sec, 1.74MB/sec (avg: 1.73MB/sec),  4.65 (avg:  4.68) msec latency
[RUN #1 27%,  24 secs]  2 threads:       41250 ops,    1690 (avg:    1705) ops/sec, 1.73MB/sec (avg: 1.73MB/sec),  4.72 (avg:  4.69) msec latency
[RUN #1 28%,  25 secs]  2 threads:       42977 ops,    1713 (avg:    1705) ops/sec, 1.74MB/sec (avg: 1.74MB/sec),  4.67 (avg:  4.68) msec latency
[RUN #1 29%,  26 secs]  2 threads:       44785 ops,    1793 (avg:    1708) ops/sec, 1.84MB/sec (avg: 1.74MB/sec),  4.46 (avg:  4.68) msec latency
[RUN #1 30%,  27 secs]  2 threads:       46620 ops,    1820 (avg:    1713) ops/sec, 1.87MB/sec (avg: 1.74MB/sec),  4.39 (avg:  4.66) msec latency
[RUN #1 31%,  28 secs]  2 threads:       48358 ops,    1724 (avg:    1713) ops/sec, 1.76MB/sec (avg: 1.74MB/sec),  4.64 (avg:  4.66) msec latency
[RUN #1 32%,  29 secs]  2 threads:       50069 ops,    1697 (avg:    1712) ops/sec, 1.74MB/sec (avg: 1.74MB/sec),  4.70 (avg:  4.66) msec latency
[RUN #1 34%,  30 secs]  2 threads:       51753 ops,    1670 (avg:    1711) ops/sec, 1.70MB/sec (avg: 1.74MB/sec),  4.78 (avg:  4.67) msec latency
[RUN #1 35%,  31 secs]  2 threads:       53409 ops,    1642 (avg:    1709) ops/sec, 1.69MB/sec (avg: 1.74MB/sec),  4.87 (avg:  4.67) msec latency
[RUN #1 36%,  32 secs]  2 threads:       55083 ops,    1660 (avg:    1707) ops/sec, 1.69MB/sec (avg: 1.74MB/sec),  4.81 (avg:  4.68) msec latency
[RUN #1 37%,  33 secs]  2 threads:       56793 ops,    1696 (avg:    1707) ops/sec, 1.73MB/sec (avg: 1.74MB/sec),  4.72 (avg:  4.68) msec latency
[RUN #1 38%,  34 secs]  2 threads:       58473 ops,    1666 (avg:    1706) ops/sec, 1.68MB/sec (avg: 1.74MB/sec),  4.80 (avg:  4.68) msec latency
[RUN #1 39%,  35 secs]  2 threads:       60235 ops,    1747 (avg:    1707) ops/sec, 1.79MB/sec (avg: 1.74MB/sec),  4.57 (avg:  4.68) msec latency
[RUN #1 40%,  36 secs]  2 threads:       61930 ops,    1681 (avg:    1706) ops/sec, 1.68MB/sec (avg: 1.74MB/sec),  4.75 (avg:  4.68) msec latency
[RUN #1 41%,  37 secs]  2 threads:       63679 ops,    1734 (avg:    1707) ops/sec, 1.77MB/sec (avg: 1.74MB/sec),  4.60 (avg:  4.68) msec latency
[RUN #1 43%,  38 secs]  2 threads:       65362 ops,    1669 (avg:    1706) ops/sec, 1.71MB/sec (avg: 1.74MB/sec),  4.79 (avg:  4.68) msec latency
[RUN #1 44%,  39 secs]  2 threads:       67053 ops,    1677 (avg:    1705) ops/sec, 1.71MB/sec (avg: 1.74MB/sec),  4.76 (avg:  4.68) msec latency
[RUN #1 45%,  40 secs]  2 threads:       68756 ops,    1689 (avg:    1705) ops/sec, 1.73MB/sec (avg: 1.74MB/sec),  4.74 (avg:  4.69) msec latency
[RUN #1 46%,  41 secs]  2 threads:       70468 ops,    1698 (avg:    1705) ops/sec, 1.73MB/sec (avg: 1.74MB/sec),  4.70 (avg:  4.69) msec latency
[RUN #1 47%,  42 secs]  2 threads:       72158 ops,    1676 (avg:    1704) ops/sec, 1.71MB/sec (avg: 1.74MB/sec),  4.77 (avg:  4.69) msec latency
[RUN #1 48%,  43 secs]  2 threads:       73886 ops,    1714 (avg:    1704) ops/sec, 1.74MB/sec (avg: 1.74MB/sec),  4.67 (avg:  4.69) msec latency
[RUN #1 49%,  44 secs]  2 threads:       75586 ops,    1686 (avg:    1704) ops/sec, 1.68MB/sec (avg: 1.73MB/sec),  4.73 (avg:  4.69) msec latency
[RUN #1 50%,  45 secs]  2 threads:       77296 ops,    1696 (avg:    1704) ops/sec, 1.70MB/sec (avg: 1.73MB/sec),  4.69 (avg:  4.69) msec latency
[RUN #1 52%,  46 secs]  2 threads:       78961 ops,    1651 (avg:    1703) ops/sec, 1.68MB/sec (avg: 1.73MB/sec),  4.85 (avg:  4.69) msec latency
[RUN #1 53%,  47 secs]  2 threads:       80709 ops,    1734 (avg:    1703) ops/sec, 1.78MB/sec (avg: 1.73MB/sec),  4.61 (avg:  4.69) msec latency
[RUN #1 54%,  48 secs]  2 threads:       82429 ops,    1706 (avg:    1703) ops/sec, 1.73MB/sec (avg: 1.73MB/sec),  4.69 (avg:  4.69) msec latency
[RUN #1 55%,  49 secs]  2 threads:       84138 ops,    1695 (avg:    1703) ops/sec, 1.72MB/sec (avg: 1.73MB/sec),  4.70 (avg:  4.69) msec latency
[RUN #1 56%,  50 secs]  2 threads:       85787 ops,    1635 (avg:    1702) ops/sec, 1.67MB/sec (avg: 1.73MB/sec),  4.89 (avg:  4.69) msec latency
[RUN #1 57%,  51 secs]  2 threads:       87517 ops,    1716 (avg:    1702) ops/sec, 1.75MB/sec (avg: 1.73MB/sec),  4.66 (avg:  4.69) msec latency
[RUN #1 58%,  52 secs]  2 threads:       89220 ops,    1689 (avg:    1702) ops/sec, 1.72MB/sec (avg: 1.73MB/sec),  4.73 (avg:  4.69) msec latency
[RUN #1 59%,  53 secs]  2 threads:       90870 ops,    1636 (avg:    1700) ops/sec, 1.65MB/sec (avg: 1.73MB/sec),  4.88 (avg:  4.70) msec latency
[RUN #1 60%,  54 secs]  2 threads:       92535 ops,    1651 (avg:    1700) ops/sec, 1.66MB/sec (avg: 1.73MB/sec),  4.84 (avg:  4.70) msec latency
[RUN #1 62%,  55 secs]  2 threads:       94275 ops,    1726 (avg:    1700) ops/sec, 1.76MB/sec (avg: 1.73MB/sec),  4.63 (avg:  4.70) msec latency
[RUN #1 63%,  56 secs]  2 threads:       96001 ops,    1712 (avg:    1700) ops/sec, 1.73MB/sec (avg: 1.73MB/sec),  4.68 (avg:  4.70) msec latency
[RUN #1 64%,  57 secs]  2 threads:       97664 ops,    1649 (avg:    1699) ops/sec, 1.69MB/sec (avg: 1.73MB/sec),  4.83 (avg:  4.70) msec latency
[RUN #1 65%,  58 secs]  2 threads:       99312 ops,    1634 (avg:    1698) ops/sec, 1.66MB/sec (avg: 1.73MB/sec),  4.89 (avg:  4.70) msec latency
[RUN #1 66%,  59 secs]  2 threads:      101029 ops,    1703 (avg:    1698) ops/sec, 1.74MB/sec (avg: 1.73MB/sec),  4.70 (avg:  4.70) msec latency
[RUN #1 67%,  60 secs]  2 threads:      102713 ops,    1670 (avg:    1698) ops/sec, 1.68MB/sec (avg: 1.73MB/sec),  4.79 (avg:  4.71) msec latency
[RUN #1 68%,  61 secs]  2 threads:      104445 ops,    1718 (avg:    1698) ops/sec, 1.76MB/sec (avg: 1.73MB/sec),  4.65 (avg:  4.70) msec latency
