[RUN #1 1%,   1 secs]  2 threads:        1598 ops,    1596 (avg:    1596) ops/sec, 1.64MB/sec (avg: 1.64MB/sec),  4.97 (avg:  4.97) msec latency
[RUN #1 2%,   2 secs]  2 threads:        3150 ops,    1545 (avg:    1570) ops/sec, 1.59MB/sec (avg: 1.61MB/sec),  5.20 (avg:  5.08) msec latency
[RUN #1 3%,   3 secs]  2 threads:        4723 ops,    1566 (avg:    1569) ops/sec, 1.61MB/sec (avg: 1.61MB/sec),  5.10 (avg:  5.09) msec latency
[RUN #1 4%,   4 secs]  2 threads:        6313 ops,    1583 (avg:    1573) ops/sec, 1.62MB/sec (avg: 1.61MB/sec),  5.02 (avg:  5.07) msec latency
[RUN #1 6%,   5 secs]  2 threads:        7841 ops,    1521 (avg:    1562) ops/sec, 1.56MB/sec (avg: 1.60MB/sec),  5.24 (avg:  5.10) msec latency
[RUN #1 7%,   6 secs]  2 threads:        9436 ops,    1588 (avg:    1567) ops/sec, 1.63MB/sec (avg: 1.61MB/sec),  5.07 (avg:  5.10) msec latency
[RUN #1 8%,   7 secs]  2 threads:       10928 ops,    1486 (avg:    1555) ops/sec, 1.52MB/sec (avg: 1.60MB/sec),  5.38 (avg:  5.14) msec latency
[RUN #1 9%,   8 secs]  2 threads:       12382 ops,    1448 (avg:    1542) ops/sec, 1.49MB/sec (avg: 1.58MB/sec),  5.50 (avg:  5.18) msec latency
[RUN #1 10%,   9 secs]  2 threads:       13932 ops,    1543 (avg:    1542) ops/sec, 1.58MB/sec (avg: 1.58MB/sec),  5.15 (avg:  5.18) msec latency
[RUN #1 11%,  10 secs]  2 threads:       15433 ops,    1495 (avg:    1537) ops/sec, 1.53MB/sec (avg: 1.58MB/sec),  5.39 (avg:  5.20) msec latency
[RUN #1 12%,  11 secs]  2 threads:       16846 ops,    1407 (avg:    1525) ops/sec, 1.44MB/sec (avg: 1.57MB/sec),  5.68 (avg:  5.24) msec latency
[RUN #1 13%,  12 secs]  2 threads:       18353 ops,    1500 (avg:    1523) ops/sec, 1.54MB/sec (avg: 1.56MB/sec),  5.30 (avg:  5.24) msec latency
[RUN #1 14%,  13 secs]  2 threads:       19886 ops,    1526 (avg:    1523) ops/sec, 1.57MB/sec (avg: 1.56MB/sec),  5.22 (avg:  5.24) msec latency
[RUN #1 16%,  14 secs]  2 threads:       21455 ops,    1562 (avg:    1526) ops/sec, 1.60MB/sec (avg: 1.57MB/sec),  5.15 (avg:  5.23) msec latency
[RUN #1 17%,  15 secs]  2 threads:       22973 ops,    1511 (avg:    1525) ops/sec, 1.55MB/sec (avg: 1.57MB/sec),  5.29 (avg:  5.24) msec latency
[RUN #1 18%,  16 secs]  2 threads:       24521 ops,    1541 (avg:    1526) ops/sec, 1.58MB/sec (avg: 1.57MB/sec),  5.16 (avg:  5.23) msec latency
[RUN #1 19%,  17 secs]  2 threads:       25968 ops,    1441 (avg:    1521) ops/sec, 1.48MB/sec (avg: 1.56MB/sec),  5.54 (avg:  5.25) msec latency
