[RUN #1 10%,   9 secs]  1 threads:       11366 ops,    1271 (avg:    1256) ops/sec, 1.29MB/sec (avg: 1.28MB/sec),  3.14 (avg:  3.18) msec latency
[RUN #1 11%,  10 secs]  1 threads:       12672 ops,    1295 (avg:    1260) ops/sec, 1.32MB/sec (avg: 1.28MB/sec),  3.09 (avg:  3.17) msec latency
[RUN #1 12%,  11 secs]  1 threads:       14005 ops,    1322 (avg:    1266) ops/sec, 1.34MB/sec (avg: 1.29MB/sec),  3.02 (avg:  3.15) msec latency
[RUN #1 13%,  12 secs]  1 threads:       15298 ops,    1282 (avg:    1267) ops/sec, 1.30MB/sec (avg: 1.29MB/sec),  3.11 (avg:  3.15) msec latency
[RUN #1 15%,  13 secs]  1 threads:       16593 ops,    1290 (avg:    1269) ops/sec, 1.31MB/sec (avg: 1.29MB/sec),  3.09 (avg:  3.15) msec latency
[RUN #1 16%,  14 secs]  1 threads:       17920 ops,    1316 (avg:    1272) ops/sec, 1.34MB/sec (avg: 1.29MB/sec),  3.03 (avg:  3.14) msec latency
[RUN #1 17%,  15 secs]  1 threads:       19177 ops,    1246 (avg:    1270) ops/sec, 1.27MB/sec (avg: 1.29MB/sec),  3.20 (avg:  3.14) msec latency
[RUN #1 18%,  16 secs]  1 threads:       20451 ops,    1263 (avg:    1270) ops/sec, 1.28MB/sec (avg: 1.29MB/sec),  3.16 (avg:  3.14) msec latency
[RUN #1 19%,  17 secs]  1 threads:       21721 ops,    1259 (avg:    1269) ops/sec, 1.28MB/sec (avg: 1.29MB/sec),  3.18 (avg:  3.14) msec latency
[RUN #1 20%,  18 secs]  1 threads:       23061 ops,    1329 (avg:    1273) ops/sec, 1.35MB/sec (avg: 1.29MB/sec),  3.00 (avg:  3.14) msec latency
[RUN #1 21%,  19 secs]  1 threads:       24492 ops,    1419 (avg:    1280) ops/sec, 1.44MB/sec (avg: 1.30MB/sec),  2.81 (avg:  3.12) msec latency
[RUN #1 22%,  20 secs]  1 threads:       25962 ops,    1458 (avg:    1289) ops/sec, 1.48MB/sec (avg: 1.31MB/sec),  2.74 (avg:  3.10) msec latency
[RUN #1 23%,  21 secs]  1 threads:       27308 ops,    1335 (avg:    1291) ops/sec, 1.36MB/sec (avg: 1.31MB/sec),  2.99 (avg:  3.09) msec latency
[RUN #1 25%,  22 secs]  1 threads:       28677 ops,    1358 (avg:    1294) ops/sec, 1.38MB/sec (avg: 1.31MB/sec),  2.94 (avg:  3.08) msec latency
[RUN #1 26%,  23 secs]  1 threads:       30038 ops,    1350 (avg:    1297) ops/sec, 1.37MB/sec (avg: 1.32MB/sec),  2.96 (avg:  3.08) msec latency
[RUN #1 27%,  24 secs]  1 threads:       31396 ops,    1347 (avg:    1299) ops/sec, 1.37MB/sec (avg: 1.32MB/sec),  2.96 (avg:  3.07) msec latency
[RUN #1 28%,  25 secs]  1 threads:       32788 ops,    1381 (avg:    1302) ops/sec, 1.40MB/sec (avg: 1.32MB/sec),  2.89 (avg:  3.07) msec latency
[RUN #1 29%,  26 secs]  1 threads:       34086 ops,    1291 (avg:    1302) ops/sec, 1.31MB/sec (avg: 1.32MB/sec),  3.09 (avg:  3.07) msec latency
[RUN #1 30%,  27 secs]  1 threads:       35395 ops,    1303 (avg:    1302) ops/sec, 1.32MB/sec (avg: 1.32MB/sec),  3.06 (avg:  3.07) msec latency
[RUN #1 31%,  28 secs]  1 threads:       36707 ops,    1306 (avg:    1302) ops/sec, 1.33MB/sec (avg: 1.32MB/sec),  3.05 (avg:  3.07) msec latency
[RUN #1 32%,  29 secs]  1 threads:       38063 ops,    1350 (avg:    1304) ops/sec, 1.37MB/sec (avg: 1.32MB/sec),  2.96 (avg:  3.06) msec latency
[RUN #1 34%,  30 secs]  1 threads:       39412 ops,    1338 (avg:    1305) ops/sec, 1.36MB/sec (avg: 1.33MB/sec),  2.98 (avg:  3.06) msec latency
[RUN #1 35%,  31 secs]  1 threads:       40731 ops,    1313 (avg:    1305) ops/sec, 1.33MB/sec (avg: 1.33MB/sec),  3.05 (avg:  3.06) msec latency
[RUN #1 36%,  32 secs]  1 threads:       42020 ops,    1283 (avg:    1304) ops/sec, 1.30MB/sec (avg: 1.32MB/sec),  3.11 (avg:  3.06) msec latency
[RUN #1 37%,  33 secs]  1 threads:       43351 ops,    1325 (avg:    1305) ops/sec, 1.35MB/sec (avg: 1.33MB/sec),  3.01 (avg:  3.06) msec latency
[RUN #1 38%,  34 secs]  1 threads:       44679 ops,    1322 (avg:    1306) ops/sec, 1.34MB/sec (avg: 1.33MB/sec),  3.02 (avg:  3.06) msec latency
[RUN #1 39%,  35 secs]  1 threads:       46014 ops,    1329 (avg:    1306) ops/sec, 1.35MB/sec (avg: 1.33MB/sec),  3.01 (avg:  3.06) msec latency
[RUN #1 40%,  36 secs]  1 threads:       47328 ops,    1308 (avg:    1306) ops/sec, 1.33MB/sec (avg: 1.33MB/sec),  3.05 (avg:  3.06) msec latency
[RUN #1 41%,  37 secs]  1 threads:       48648 ops,    1314 (avg:    1306) ops/sec, 1.33MB/sec (avg: 1.33MB/sec),  3.04 (avg:  3.06) msec latency
[RUN #1 42%,  38 secs]  1 threads:       49979 ops,    1325 (avg:    1307) ops/sec, 1.35MB/sec (avg: 1.33MB/sec),  3.01 (avg:  3.05) msec latency
[RUN #1 44%,  39 secs]  1 threads:       51292 ops,    1307 (avg:    1307) ops/sec, 1.33MB/sec (avg: 1.33MB/sec),  3.06 (avg:  3.05) msec latency
[RUN #1 45%,  40 secs]  1 threads:       52611 ops,    1313 (avg:    1307) ops/sec, 1.33MB/sec (avg: 1.33MB/sec),  3.04 (avg:  3.05) msec latency
[RUN #1 46%,  41 secs]  1 threads:       53870 ops,    1253 (avg:    1306) ops/sec, 1.27MB/sec (avg: 1.33MB/sec),  3.19 (avg:  3.06) msec latency
[RUN #1 47%,  42 secs]  1 threads:       55125 ops,    1249 (avg:    1305) ops/sec, 1.27MB/sec (avg: 1.32MB/sec),  3.19 (avg:  3.06) msec latency
[RUN #1 48%,  43 secs]  1 threads:       56391 ops,    1260 (avg:    1303) ops/sec, 1.28MB/sec (avg: 1.32MB/sec),  3.16 (avg:  3.06) msec latency
[RUN #1 49%,  44 secs]  1 threads:       57699 ops,    1302 (avg:    1303) ops/sec, 1.32MB/sec (avg: 1.32MB/sec),  3.06 (avg:  3.06) msec latency
[RUN #1 50%,  45 secs]  1 threads:       58988 ops,    1278 (avg:    1303) ops/sec, 1.30MB/sec (avg: 1.32MB/sec),  3.12 (avg:  3.06) msec latency
[RUN #1 51%,  46 secs]  1 threads:       60288 ops,    1289 (avg:    1303) ops/sec, 1.31MB/sec (avg: 1.32MB/sec),  3.10 (avg:  3.06) msec latency
[RUN #1 53%,  47 secs]  1 threads:       61615 ops,    1316 (avg:    1303) ops/sec, 1.34MB/sec (avg: 1.32MB/sec),  3.03 (avg:  3.06) msec latency
[RUN #1 54%,  48 secs]  1 threads:       62932 ops,    1306 (avg:    1303) ops/sec, 1.33MB/sec (avg: 1.32MB/sec),  3.05 (avg:  3.06) msec latency
[RUN #1 55%,  49 secs]  1 threads:       64212 ops,    1269 (avg:    1302) ops/sec, 1.29MB/sec (avg: 1.32MB/sec),  3.15 (avg:  3.07) msec latency
[RUN #1 56%,  50 secs]  1 threads:       65485 ops,    1262 (avg:    1301) ops/sec, 1.28MB/sec (avg: 1.32MB/sec),  3.17 (avg:  3.07) msec latency
[RUN #1 57%,  51 secs]  1 threads:       66757 ops,    1261 (avg:    1301) ops/sec, 1.28MB/sec (avg: 1.32MB/sec),  3.17 (avg:  3.07) msec latency
[RUN #1 58%,  52 secs]  1 threads:       68102 ops,    1334 (avg:    1301) ops/sec, 1.35MB/sec (avg: 1.32MB/sec),  2.99 (avg:  3.07) msec latency
[RUN #1 59%,  53 secs]  1 threads:       69447 ops,    1334 (avg:    1302) ops/sec, 1.35MB/sec (avg: 1.32MB/sec),  3.00 (avg:  3.07) msec latency
[RUN #1 60%,  54 secs]  1 threads:       70789 ops,    1331 (avg:    1302) ops/sec, 1.35MB/sec (avg: 1.32MB/sec),  2.99 (avg:  3.06) msec latency
[RUN #1 61%,  55 secs]  1 threads:       72182 ops,    1381 (avg:    1304) ops/sec, 1.40MB/sec (avg: 1.32MB/sec),  2.89 (avg:  3.06) msec latency
[RUN #1 63%,  56 secs]  1 threads:       73414 ops,    1222 (avg:    1302) ops/sec, 1.24MB/sec (avg: 1.32MB/sec),  3.26 (avg:  3.06) msec latency
[RUN #1 64%,  57 secs]  1 threads:       74749 ops,    1324 (avg:    1303) ops/sec, 1.34MB/sec (avg: 1.32MB/sec),  3.02 (avg:  3.06) msec latency
[RUN #1 65%,  58 secs]  1 threads:       76081 ops,    1321 (avg:    1303) ops/sec, 1.34MB/sec (avg: 1.32MB/sec),  3.02 (avg:  3.06) msec latency
[RUN #1 66%,  59 secs]  1 threads:       77443 ops,    1351 (avg:    1304) ops/sec, 1.37MB/sec (avg: 1.32MB/sec),  2.95 (avg:  3.06) msec latency
[RUN #1 67%,  60 secs]  1 threads:       78766 ops,    1312 (avg:    1304) ops/sec, 1.33MB/sec (avg: 1.32MB/sec),  3.05 (avg:  3.06) msec latency
[RUN #1 68%,  61 secs]  1 threads:       80053 ops,    1276 (avg:    1304) ops/sec, 1.30MB/sec (avg: 1.32MB/sec),  3.12 (avg:  3.06) msec latency
[RUN #1 69%,  62 secs]  1 threads:       81405 ops,    1341 (avg:    1304) ops/sec, 1.36MB/sec (avg: 1.32MB/sec),  2.98 (avg:  3.06) msec latency
[RUN #1 70%,  63 secs]  1 threads:       82779 ops,    1363 (avg:    1305) ops/sec, 1.38MB/sec (avg: 1.33MB/sec),  2.93 (avg:  3.06) msec latency
[RUN #1 72%,  64 secs]  1 threads:       84107 ops,    1317 (avg:    1305) ops/sec, 1.34MB/sec (avg: 1.33MB/sec),  3.03 (avg:  3.06) msec latency
[RUN #1 73%,  65 secs]  1 threads:       85480 ops,    1362 (avg:    1306) ops/sec, 1.38MB/sec (avg: 1.33MB/sec),  2.94 (avg:  3.06) msec latency
[RUN #1 74%,  66 secs]  1 threads:       86761 ops,    1270 (avg:    1306) ops/sec, 1.29MB/sec (avg: 1.33MB/sec),  3.14 (avg:  3.06) msec latency
[RUN #1 75%,  67 secs]  1 threads:       88082 ops,    1310 (avg:    1306) ops/sec, 1.33MB/sec (avg: 1.33MB/sec),  3.05 (avg:  3.06) msec latency
