[RUN #1 10%,   9 secs]  1 threads:       11016 ops,    1255 (avg:    1218) ops/sec, 1.27MB/sec (avg: 1.24MB/sec),  3.18 (avg:  3.28) msec latency
[RUN #1 11%,  10 secs]  1 threads:       12197 ops,    1176 (avg:    1214) ops/sec, 1.19MB/sec (avg: 1.23MB/sec),  3.39 (avg:  3.29) msec latency
[RUN #1 12%,  11 secs]  1 threads:       13446 ops,    1243 (avg:    1216) ops/sec, 1.26MB/sec (avg: 1.24MB/sec),  3.21 (avg:  3.28) msec latency
[RUN #1 13%,  12 secs]  1 threads:       14703 ops,    1251 (avg:    1219) ops/sec, 1.27MB/sec (avg: 1.24MB/sec),  3.19 (avg:  3.27) msec latency
[RUN #1 15%,  13 secs]  1 threads:       15952 ops,    1244 (avg:    1221) ops/sec, 1.26MB/sec (avg: 1.24MB/sec),  3.22 (avg:  3.27) msec latency
[RUN #1 16%,  14 secs]  1 threads:       17203 ops,    1246 (avg:    1223) ops/sec, 1.26MB/sec (avg: 1.24MB/sec),  3.21 (avg:  3.26) msec latency
[RUN #1 17%,  15 secs]  1 threads:       18440 ops,    1232 (avg:    1224) ops/sec, 1.25MB/sec (avg: 1.24MB/sec),  3.23 (avg:  3.26) msec latency
[RUN #1 18%,  16 secs]  1 threads:       19702 ops,    1256 (avg:    1226) ops/sec, 1.28MB/sec (avg: 1.24MB/sec),  3.18 (avg:  3.26) msec latency
[RUN #1 19%,  17 secs]  1 threads:       20997 ops,    1289 (avg:    1229) ops/sec, 1.31MB/sec (avg: 1.25MB/sec),  3.10 (avg:  3.25) msec latency
[RUN #1 20%,  18 secs]  1 threads:       22253 ops,    1251 (avg:    1230) ops/sec, 1.27MB/sec (avg: 1.25MB/sec),  3.19 (avg:  3.24) msec latency
[RUN #1 21%,  19 secs]  1 threads:       23552 ops,    1293 (avg:    1234) ops/sec, 1.31MB/sec (avg: 1.25MB/sec),  3.08 (avg:  3.23) msec latency
[RUN #1 22%,  20 secs]  1 threads:       24820 ops,    1257 (avg:    1235) ops/sec, 1.28MB/sec (avg: 1.25MB/sec),  3.18 (avg:  3.23) msec latency
[RUN #1 23%,  21 secs]  1 threads:       26136 ops,    1305 (avg:    1238) ops/sec, 1.33MB/sec (avg: 1.26MB/sec),  3.05 (avg:  3.22) msec latency
[RUN #1 25%,  22 secs]  1 threads:       27486 ops,    1339 (avg:    1243) ops/sec, 1.36MB/sec (avg: 1.26MB/sec),  2.98 (avg:  3.21) msec latency
[RUN #1 26%,  23 secs]  1 threads:       28864 ops,    1367 (avg:    1248) ops/sec, 1.39MB/sec (avg: 1.27MB/sec),  2.93 (avg:  3.20) msec latency
[RUN #1 27%,  24 secs]  1 threads:       30128 ops,    1253 (avg:    1249) ops/sec, 1.27MB/sec (avg: 1.27MB/sec),  3.18 (avg:  3.20) msec latency
[RUN #1 28%,  25 secs]  1 threads:       31412 ops,    1273 (avg:    1250) ops/sec, 1.29MB/sec (avg: 1.27MB/sec),  3.14 (avg:  3.19) msec latency
[RUN #1 29%,  26 secs]  1 threads:       32699 ops,    1276 (avg:    1251) ops/sec, 1.30MB/sec (avg: 1.27MB/sec),  3.12 (avg:  3.19) msec latency
