[RUN #1 10%,   9 secs]  2 threads:       14736 ops,    1710 (avg:    1624) ops/sec, 1.74MB/sec (avg: 1.65MB/sec),  4.69 (avg:  4.92) msec latency
[RUN #1 11%,  10 secs]  2 threads:       16422 ops,    1672 (avg:    1629) ops/sec, 1.70MB/sec (avg: 1.65MB/sec),  4.77 (avg:  4.90) msec latency
[RUN #1 12%,  11 secs]  2 threads:       18113 ops,    1677 (avg:    1633) ops/sec, 1.70MB/sec (avg: 1.66MB/sec),  4.77 (avg:  4.89) msec latency
[RUN #1 13%,  12 secs]  2 threads:       19824 ops,    1697 (avg:    1639) ops/sec, 1.72MB/sec (avg: 1.66MB/sec),  4.71 (avg:  4.88) msec latency
[RUN #1 15%,  13 secs]  2 threads:       21559 ops,    1721 (avg:    1645) ops/sec, 1.75MB/sec (avg: 1.67MB/sec),  4.64 (avg:  4.86) msec latency
[RUN #1 16%,  14 secs]  2 threads:       23261 ops,    1688 (avg:    1648) ops/sec, 1.71MB/sec (avg: 1.67MB/sec),  4.74 (avg:  4.85) msec latency
[RUN #1 17%,  15 secs]  2 threads:       24923 ops,    1648 (avg:    1648) ops/sec, 1.67MB/sec (avg: 1.67MB/sec),  4.83 (avg:  4.85) msec latency
[RUN #1 18%,  16 secs]  2 threads:       26923 ops,    1724 (avg:    1654) ops/sec, 1.75MB/sec (avg: 1.68MB/sec),  4.65 (avg:  4.83) msec latency
[RUN #1 19%,  17 secs]  2 threads:       28596 ops,    1659 (avg:    1654) ops/sec, 1.68MB/sec (avg: 1.68MB/sec),  4.80 (avg:  4.83) msec latency
[RUN #1 20%,  18 secs]  2 threads:       30334 ops,    1724 (avg:    1658) ops/sec, 1.75MB/sec (avg: 1.68MB/sec),  4.65 (avg:  4.82) msec latency
[RUN #1 21%,  19 secs]  2 threads:       32066 ops,    1718 (avg:    1661) ops/sec, 1.74MB/sec (avg: 1.69MB/sec),  4.65 (avg:  4.81) msec latency
[RUN #1 23%,  20 secs]  2 threads:       33785 ops,    1705 (avg:    1663) ops/sec, 1.73MB/sec (avg: 1.69MB/sec),  4.68 (avg:  4.81) msec latency
[RUN #1 24%,  21 secs]  2 threads:       35522 ops,    1723 (avg:    1666) ops/sec, 1.75MB/sec (avg: 1.69MB/sec),  4.64 (avg:  4.80) msec latency
[RUN #1 25%,  22 secs]  2 threads:       37241 ops,    1705 (avg:    1668) ops/sec, 1.73MB/sec (avg: 1.69MB/sec),  4.69 (avg:  4.79) msec latency
[RUN #1 26%,  23 secs]  2 threads:       38976 ops,    1721 (avg:    1670) ops/sec, 1.75MB/sec (avg: 1.70MB/sec),  4.64 (avg:  4.79) msec latency
[RUN #1 27%,  24 secs]  2 threads:       40664 ops,    1674 (avg:    1670) ops/sec, 1.70MB/sec (avg: 1.70MB/sec),  4.78 (avg:  4.79) msec latency
