[RUN #1 1%,   0 secs]  2 threads:        2302 ops,    2304 (avg:    2304) ops/sec, 2.36MB/sec (avg: 2.36MB/sec), 13.83 (avg: 13.83) msec latency
[RUN #1 2%,   2 secs]  2 threads:        4442 ops,    2131 (avg:    2217) ops/sec, 2.19MB/sec (avg: 2.28MB/sec), 14.93 (avg: 14.36) msec latency
[RUN #1 3%,   3 secs]  2 threads:        6526 ops,    2075 (avg:    2170) ops/sec, 2.13MB/sec (avg: 2.23MB/sec), 15.35 (avg: 14.68) msec latency
[RUN #1 4%,   4 secs]  2 threads:        8673 ops,    2138 (avg:    2162) ops/sec, 2.19MB/sec (avg: 2.22MB/sec), 15.13 (avg: 14.79) msec latency
[RUN #1 6%,   5 secs]  2 threads:       10727 ops,    2045 (avg:    2139) ops/sec, 2.10MB/sec (avg: 2.19MB/sec), 15.58 (avg: 14.94) msec latency
[RUN #1 7%,   6 secs]  2 threads:       12818 ops,    2082 (avg:    2129) ops/sec, 2.14MB/sec (avg: 2.18MB/sec), 15.30 (avg: 15.00) msec latency
[RUN #1 8%,   7 secs]  2 threads:       14866 ops,    2039 (avg:    2116) ops/sec, 2.09MB/sec (avg: 2.17MB/sec), 15.62 (avg: 15.09) msec latency
[RUN #1 9%,   8 secs]  2 threads:       16950 ops,    2075 (avg:    2111) ops/sec, 2.13MB/sec (avg: 2.17MB/sec), 15.59 (avg: 15.15) msec latency
[RUN #1 10%,   9 secs]  2 threads:       19030 ops,    2071 (avg:    2107) ops/sec, 2.13MB/sec (avg: 2.16MB/sec), 15.38 (avg: 15.17) msec latency
[RUN #1 11%,  10 secs]  2 threads:       21092 ops,    2053 (avg:    2101) ops/sec, 2.11MB/sec (avg: 2.16MB/sec), 15.51 (avg: 15.21) msec latency
[RUN #1 12%,  11 secs]  2 threads:       23153 ops,    2052 (avg:    2097) ops/sec, 2.11MB/sec (avg: 2.15MB/sec), 15.52 (avg: 15.23) msec latency
[RUN #1 13%,  12 secs]  2 threads:       25260 ops,    2098 (avg:    2097) ops/sec, 2.15MB/sec (avg: 2.15MB/sec), 15.42 (avg: 15.25) msec latency
[RUN #1 14%,  13 secs]  2 threads:       27317 ops,    2048 (avg:    2093) ops/sec, 2.10MB/sec (avg: 2.15MB/sec), 15.55 (avg: 15.27) msec latency
[RUN #1 16%,  14 secs]  2 threads:       29381 ops,    2055 (avg:    2091) ops/sec, 2.11MB/sec (avg: 2.15MB/sec), 15.50 (avg: 15.29) msec latency
