[RUN #1 1%,   0 secs]  2 threads:        1350 ops,    1357 (avg:    1357) ops/sec, 1.38MB/sec (avg: 1.38MB/sec),  5.88 (avg:  5.88) msec latency
[RUN #1 2%,   1 secs]  2 threads:        2979 ops,    1622 (avg:    1490) ops/sec, 1.65MB/sec (avg: 1.51MB/sec),  4.92 (avg:  5.36) msec latency
[RUN #1 3%,   3 secs]  2 threads:        4627 ops,    1641 (avg:    1541) ops/sec, 1.67MB/sec (avg: 1.56MB/sec),  4.87 (avg:  5.18) msec latency
[RUN #1 4%,   4 secs]  2 threads:        6307 ops,    1673 (avg:    1574) ops/sec, 1.70MB/sec (avg: 1.60MB/sec),  4.78 (avg:  5.08) msec latency
[RUN #1 6%,   5 secs]  2 threads:        8005 ops,    1691 (avg:    1597) ops/sec, 1.72MB/sec (avg: 1.62MB/sec),  4.73 (avg:  5.00) msec latency
[RUN #1 7%,   6 secs]  2 threads:        9668 ops,    1656 (avg:    1607) ops/sec, 1.68MB/sec (avg: 1.63MB/sec),  4.80 (avg:  4.97) msec latency
[RUN #1 8%,   7 secs]  2 threads:       11373 ops,    1698 (avg:    1620) ops/sec, 1.72MB/sec (avg: 1.64MB/sec),  4.72 (avg:  4.93) msec latency
[RUN #1 9%,   8 secs]  2 threads:       13097 ops,    1717 (avg:    1632) ops/sec, 1.74MB/sec (avg: 1.66MB/sec),  4.66 (avg:  4.90) msec latency
[RUN #1 10%,   9 secs]  2 threads:       14812 ops,    1708 (avg:    1640) ops/sec, 1.73MB/sec (avg: 1.67MB/sec),  4.67 (avg:  4.87) msec latency
[RUN #1 11%,  10 secs]  2 threads:       16506 ops,    1687 (avg:    1645) ops/sec, 1.71MB/sec (avg: 1.67MB/sec),  4.75 (avg:  4.86) msec latency
[RUN #1 12%,  11 secs]  2 threads:       18229 ops,    1709 (avg:    1651) ops/sec, 1.74MB/sec (avg: 1.68MB/sec),  4.68 (avg:  4.84) msec latency
[RUN #1 13%,  12 secs]  2 threads:       19955 ops,    1719 (avg:    1657) ops/sec, 1.74MB/sec (avg: 1.68MB/sec),  4.64 (avg:  4.82) msec latency
[RUN #1 14%,  13 secs]  2 threads:       21686 ops,    1724 (avg:    1662) ops/sec, 1.75MB/sec (avg: 1.69MB/sec),  4.63 (avg:  4.81) msec latency
[RUN #1 16%,  14 secs]  2 threads:       23412 ops,    1719 (avg:    1666) ops/sec, 1.74MB/sec (avg: 1.69MB/sec),  4.65 (avg:  4.80) msec latency
[RUN #1 17%,  15 secs]  2 threads:       25136 ops,    1717 (avg:    1669) ops/sec, 1.74MB/sec (avg: 1.69MB/sec),  4.66 (avg:  4.79) msec latency
[RUN #1 18%,  16 secs]  2 threads:       26829 ops,    1686 (avg:    1670) ops/sec, 1.71MB/sec (avg: 1.70MB/sec),  4.75 (avg:  4.78) msec latency
[RUN #1 19%,  17 secs]  2 threads:       28535 ops,    1699 (avg:    1672) ops/sec, 1.72MB/sec (avg: 1.70MB/sec),  4.71 (avg:  4.78) msec latency
[RUN #1 20%,  18 secs]  2 threads:       30264 ops,    1722 (avg:    1675) ops/sec, 1.75MB/sec (avg: 1.70MB/sec),  4.64 (avg:  4.77) msec latency
[RUN #1 21%,  19 secs]  2 threads:       31997 ops,    1725 (avg:    1677) ops/sec, 1.75MB/sec (avg: 1.70MB/sec),  4.62 (avg:  4.76) msec latency
